Level,Date and Time,Source,Event ID,Task Category
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=0347aa9c-df27-4a73-9204-78151e2e1f29"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Private)
License Id=828a3dc3-548a-4ddf-b914-e499021b2564"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Public)
License Id=5b2b2daa-7b11-4807-b0d6-fad96dba2eff"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office649FB593-1AEA-4F3D-9EDE-6D756561A2E5 PPD License
License Id=d629fa80-e641-4906-968b-24aa333424bb"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Private)
License Id=28fa29b3-8d28-465f-8148-73b9e7d28816"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=dfa81fcc-5799-4343-a8fc-5f61fbed3511"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Private)
License Id=594edf7b-d973-4d51-accd-881b4e500a28"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Public)
License Id=8dcbb85c-0120-494d-b37e-d7888d7eb6f4"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office2F258377-738F-48DD-9397-287E43079958 PPD License
License Id=d069fb65-37f6-e5a9-bb0f-9d67ba0fe482"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Private)
License Id=08187bce-e626-4975-8eb7-52f1f5ce0881"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=ee143c21-8694-4018-8413-a67489cbf8ee"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Private)
License Id=671d792f-7115-4faf-8bd8-f98b764d6d4a"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Public)
License Id=6202de3e-4dbd-40c6-bb3a-04e216d3b84f"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office9E7D5312-95FC-4443-A551-69C20624EC6B PPD License
License Id=e7ed6d88-5e32-8116-7b31-c2bd6ab383d5"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Private)
License Id=a33d0f4f-22a2-4aa4-a4c4-443d0f9ab91d"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=b521ef08-70d9-44d3-acc4-23af4ff07d88"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL phone License (Private)
License Id=0e29481a-71a1-4339-a162-808a03c1acbd"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL phone License (Public)
License Id=18c4f942-1e3d-47fa-a6ab-11d06384fa33"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Private)
License Id=6a35ca37-6ce3-417f-9a3a-adc1dd573f1e"
Information,07-07-2026 20:09:38,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Public)
License Id=0012cc65-8230-4721-9dc9-a5453527ad62"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office2FC0111C-BF0B-4BDD-900C-E3C713034746 PPD License
License Id=4bdb30ce-db02-c0e7-d5f9-1eda6fa38f34"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Private)
License Id=8ce5f2b5-7be6-4664-9746-f2e301b65a2e"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=371362d5-c811-4f63-bd6f-cf4a7b9a61fa"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL phone License (Private)
License Id=d14eaecf-5a19-44f2-9a4c-b81a6b8f7975"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL phone License (Public)
License Id=0ff4006a-8eca-4d46-8602-b7ca81107c9a"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Private)
License Id=78b36c6f-7587-4c85-a388-51ad72e6636a"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 Publishing License (Public)
License Id=ad8d05d2-78a5-4a90-ad4b-a1568e624786"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=OfficeA570C5DF-B1A3-485C-A8CD-B47E90787BA8 PPD License
License Id=8e9db236-d4fe-5b79-7970-404d6c215915"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Private)
License Id=4897d814-8220-4d1f-8233-f80c4e3fa637"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=bd87d5a8-f9a6-4dfd-b74b-a3c4ca9a5e8d"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office1CAC786A-7F16-4EDE-B7FC-CFBCE8FE24C7 PPD License
License Id=78f8bd92-3cec-3ed0-5b57-a7cdab2a1d85"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Private)
License Id=fbea25af-b724-46b7-87fb-89a3fe1d83b3"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=Office 21 UL oob License (Public)
License Id=130e2619-5316-4f15-a2bc-b443217b9c0c"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=client-issuance-bridge-office Issuance License
License Id=4d4a5396-01a7-4ae5-9973-b53bb1af5c30"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=client-issuance-root-bridge-test Issuance License
License Id=7256a55f-e989-4e06-b2c2-c527f49e4527"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=client-issuance-ul-oob Issuance License
License Id=7209e8e3-cce2-49dd-8f6e-2cc8a611f202"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=client-issuance-ul Issuance License
License Id=ce939c0e-53f7-4011-a286-78b6975fa5f0"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=client-issuance-stil Issuance License
License Id=285583cd-fc43-4806-ace6-d247b7edd434"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=client-issuance-root Issuance License
License Id=7cbeb41c-1778-47f2-aa36-51a5a618f716"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=XrML 2.1 License - Product Key Configuration
License Id=dc6454b3-ceba-4e40-b6cc-26afb8fe8fa6"
Information,07-07-2026 20:09:37,Microsoft-Windows-Security-SPP,1004,"The Software Protection service has successfully installed the license.
License Title=XrML 2.1 License - Product Key Configuration
License Id=6040a6e7-445d-4609-b6c4-8a66b709cb54"
Information,07-07-2026 20:09:36,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 20:09:34,Microsoft-Windows-RestartManager,10005,Machine restart is required.
Information,07-07-2026 20:08:19,Microsoft-Windows-RestartManager,10002,Shutting down application or service 'Microsoft Office SDX Helper'.
Error,07-07-2026 20:08:19,Microsoft-Windows-RestartManager,10006,Application or service 'Microsoft Office SDX Helper' could not be shut down.
Information,07-07-2026 20:08:13,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T14:38:13Z. Reason: RulesEngine.
Information,07-07-2026 20:07:42,DellTechHub,0,PowerEvent handled successfully by the service.
Information,07-07-2026 20:07:42,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,07-07-2026 20:07:40,Microsoft-Windows-RestartManager,10000,Starting session 6 - ‎2026‎-‎07‎-‎07T14:37:40.995124000Z.
Information,07-07-2026 20:07:38,DellTechHub,0,PowerEvent handled successfully by the service.
Information,07-07-2026 20:07:38,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,07-07-2026 20:07:21,Microsoft-Windows-RestartManager,10001,Ending session 0 started ‎2026‎-‎07‎-‎07T11:34:17.559044300Z.
Information,07-07-2026 19:37:54,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 18:13:10,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T12:42:09Z. Reason: RulesEngine.
Information,07-07-2026 18:12:39,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 17:52:03,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T12:22:03Z. Reason: RulesEngine.
Information,07-07-2026 17:51:33,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 17:34:43,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T12:04:43Z. Reason: RulesEngine.
Information,07-07-2026 17:34:13,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 17:04:17,Microsoft-Windows-RestartManager,10000,Starting session 0 - ‎2026‎-‎07‎-‎07T11:34:17.559044300Z.
Information,07-07-2026 17:04:17,Microsoft-Windows-RestartManager,10001,Ending session 0 started ‎2026‎-‎07‎-‎07T11:30:15.477988600Z.
Information,07-07-2026 17:00:15,Microsoft-Windows-RestartManager,10000,Starting session 0 - ‎2026‎-‎07‎-‎07T11:30:15.477988600Z.
Information,07-07-2026 16:49:37,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T11:19:37Z. Reason: RulesEngine.
Information,07-07-2026 16:49:06,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 16:38:27,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T11:08:27Z. Reason: RulesEngine.
Information,07-07-2026 16:37:57,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 16:25:45,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T10:55:45Z. Reason: RulesEngine.
Information,07-07-2026 16:25:14,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 15:53:58,edgeupdate,0,Service stopped.
Information,07-07-2026 15:53:11,VSS,8224,The VSS service is shutting down due to idle timeout. 
Information,07-07-2026 15:49:57,VSS,8224,The VSS service is shutting down due to idle timeout. 
Information,07-07-2026 15:48:55,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T10:18:55Z. Reason: RulesEngine.
Information,07-07-2026 15:48:31,SecurityCenter,15,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Information,07-07-2026 15:47:16,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 15:32:08,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T10:02:08Z. Reason: RulesEngine.
Information,07-07-2026 15:32:06,Chrome,256,Browser Events,[14200:21828:0707/153206.811:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
Information,07-07-2026 15:31:38,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,07-07-2026 15:31:01,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-13T10:01:01Z. Reason: RulesEngine.
Information,07-07-2026 15:30:51,edgeupdate,0,Service stopped.
Information,07-07-2026 15:30:38,IPF,19,ESIF(2.3.20303.5058) TYPE: INFO MODULE: IPF TIME 405263064 ms

    DPTF Build Version:  9.1.10009.1745    DPTF Build Date:  Mar 11 2026 16:58:52    Message:  EPO Modes Status:DC Endurance Gaming(Status: Enabled);DC Better Battery(Status: Disabled);DC Balanced(Status: Enabled);AC Balanced(Status: Enabled);AC Quiet(Status: Disabled);AC Collaboration(Status: Enabled    Policy:  Energy Performance Optimizer Policy [2]        
Information,07-07-2026 15:30:37,DellTechHub,0,PowerEvent handled successfully by the service.
Information,07-07-2026 15:30:37,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,07-07-2026 15:30:36,DellTechHub,0,PowerEvent handled successfully by the service.
Information,07-07-2026 15:30:36,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,07-07-2026 05:24:02,DellTechHub,0,PowerEvent handled successfully by the service.
Information,07-07-2026 05:24:02,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,06-07-2026 18:51:02,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 17:27:44,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T11:57:44Z. Reason: RulesEngine.
Information,06-07-2026 17:27:10,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 17:16:22,edgeupdate,0,Service stopped.
Information,06-07-2026 16:59:31,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T11:29:30Z. Reason: RulesEngine.
Information,06-07-2026 16:58:56,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 16:57:17,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T11:27:17Z. Reason: RulesEngine.
Information,06-07-2026 16:56:42,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 16:55:30,VSS,8224,The VSS service is shutting down due to idle timeout. 
Information,06-07-2026 16:54:09,edgeupdate,0,Service stopped.
Error,06-07-2026 16:52:28,VSS,8194,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {cc859194-dee9-49da-928a-dcc55a9cbbd4}"
Information,06-07-2026 16:52:28,SDSSnapshotProcess,278,(6),"The description for Event ID 278 from source SDSSnapshotProcess cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The system cannot find the file specified
"
Information,06-07-2026 16:26:43,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T10:56:43Z. Reason: RulesEngine.
Information,06-07-2026 16:26:09,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 16:16:27,edgeupdate,0,Service stopped.
Information,06-07-2026 15:58:38,SDSSnapshotProcess,276,(4),"The description for Event ID 276 from source SDSSnapshotProcess cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The system cannot find the file specified
"
Information,06-07-2026 15:58:05,SDSSnapshotProcess,272,(3),"The description for Event ID 272 from source SDSSnapshotProcess cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The system cannot find the file specified
"
Information,06-07-2026 15:31:07,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T10:01:07Z. Reason: RulesEngine.
Information,06-07-2026 15:30:35,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 15:30:34,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,06-07-2026 15:30:34,DellTechHub,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:55:48,DellTechHub,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:55:48,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:23:57,DellTechHub,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:23:57,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:23:54,DellTechHub,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:23:54,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:20:20,DellTechHub,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:20:20,Dell SupportAssist Remediation,0,PowerEvent handled successfully by the service.
Information,06-07-2026 13:16:32,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T07:46:32Z. Reason: RulesEngine.
Information,06-07-2026 13:16:01,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 12:57:01,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T07:27:01Z. Reason: RulesEngine.
Information,06-07-2026 12:56:26,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 12:48:01,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T07:18:01Z. Reason: RulesEngine.
Information,06-07-2026 12:47:31,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 11:59:58,SDSSnapshotProcess,264,(2),"The description for Event ID 264 from source SDSSnapshotProcess cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The system cannot find the file specified
"
Information,06-07-2026 11:59:14,Microsoft-Windows-Security-SPP,16384,Successfully scheduled Software Protection service for re-start at 2126-06-12T06:29:14Z. Reason: RulesEngine.
Information,06-07-2026 11:58:44,Microsoft-Windows-Security-SPP,16394,Offline downlevel migration succeeded.
Information,06-07-2026 11:58:40,SDSSnapshotProcess,274,(4),"The description for Event ID 274 from source SDSSnapshotProcess cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The system cannot find the file specified
"
Information,06-07-2026 11:58:38,VSS,8231,"Volume Shadow Copy Service information: Snapshot creation initiated for Snapshot Set {dee12a2b-fb3a-4e45-9644-03e24a6c4e80}.
 Process command line: ""C:\Program Files\Dell\SARemediation\agent\DellSupportAssistRemedationService.exe""
 Process Caller Stack:
 Process[0]: DellSupportAssistRemedationService.exe
 Process[1]: services.exe
 Process[2]: wininit.exe
"
Error,06-07-2026 11:58:37,VSS,8194,"Volume Shadow Copy Service error: Unexpected error querying for the IVssWriterCallback interface.  hr = 0x80070005, Access is denied.
. This is often caused by incorrect security settings in either the writer or requestor process. 

Operation:
   Gathering Writer Data

Context:
   Writer Class Id: {e8132975-6f93-4464-a53e-1050253ae220}
   Writer Name: System Writer
   Writer Instance ID: {cc859194-dee9-49da-928a-dcc55a9cbbd4}"
Information,06-07-2026 11:58:37,SDSSnapshotProcess,256,(1),"The description for Event ID 256 from source SDSSnapshotProcess cannot be found. Either the component that raises this event is not installed on your local computer or the installation is corrupted. You can install or repair the component on the local computer.

If the event originated on another computer, the display information had to be saved with the event.

The following information was included with the event: 


The system cannot find the file specified
"
Information,06-07-2026 11:54:57,Windows Error Reporting,1001,"Fault bucket 1969447681508172363, type 5
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 80240438
P3: 26200
P4: 8737
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c7a89ad3-b7df-40c1-a545-fc27cd3b15e9.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260703_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.04a21d8c-bc81-40ac-84e1-6da314b450cb.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.832c06b2-1a96-4366-ae0e-178ac72e2094.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.19e69bff-ce76-4caf-8f8b-e295d9d867d0.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a8b002bc-a24a-4f42-a6d8-6211f72d14bb.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.93f8b41e-2f55-4397-a43c-be0f44eabb68.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_16b8e408-e414-4098-8672-1bf157707436

Analysis symbol: 
Rechecking for solution: 0
Report Id: 16b8e408-e414-4098-8672-1bf157707436
Report Status: 268435462
Hashed bucket: 95287d93c1dfdce56b54e23b5402e24b
Cab Guid: 0"
Information,06-07-2026 11:53:55,Chrome,256,Browser Events,[16104:25880:0706/115355.218:INFO:chrome\browser\extensions\extension_garbage_collector.cc:188] Garbage collection for extensions on file thread is complete.
Information,06-07-2026 11:53:39,Windows Error Reporting,1001,"Fault bucket , type 0
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 80240438
P3: 26200
P4: 8737
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c7a89ad3-b7df-40c1-a545-fc27cd3b15e9.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260703_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.04a21d8c-bc81-40ac-84e1-6da314b450cb.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.832c06b2-1a96-4366-ae0e-178ac72e2094.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.19e69bff-ce76-4caf-8f8b-e295d9d867d0.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a8b002bc-a24a-4f42-a6d8-6211f72d14bb.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.93f8b41e-2f55-4397-a43c-be0f44eabb68.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436

Analysis symbol: 
Rechecking for solution: 0
Report Id: 16b8e408-e414-4098-8672-1bf157707436
Report Status: 6
Hashed bucket: 
Cab Guid: 0"
Information,06-07-2026 11:53:39,Windows Error Reporting,1001,"Fault bucket , type 0
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 80240438
P3: 26200
P4: 8737
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c7a89ad3-b7df-40c1-a545-fc27cd3b15e9.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260703_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.04a21d8c-bc81-40ac-84e1-6da314b450cb.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.832c06b2-1a96-4366-ae0e-178ac72e2094.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.19e69bff-ce76-4caf-8f8b-e295d9d867d0.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a8b002bc-a24a-4f42-a6d8-6211f72d14bb.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.93f8b41e-2f55-4397-a43c-be0f44eabb68.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_97e2b3fb223035ec95c380a58b30badf1f65f02c_00000000_cab_16b8e408-e414-4098-8672-1bf157707436

Analysis symbol: 
Rechecking for solution: 0
Report Id: 16b8e408-e414-4098-8672-1bf157707436
Report Status: 4
Hashed bucket: 
Cab Guid: 0"
